Year,Month,Day,Title,Summary,Story,Categories,Tags,Rebbe,Sources
1989,,,Rebbe directs reprinting Chabad works in square script,"At a Shabbos Kedoshim / Rosh Chodesh Iyar 5749 farbrengen, the Rebbe directed that all older Chabad publications previously typeset in Rashi script be reprinted in newly set square (meruba) letters for easier study.","Older Chabad works had long been reproduced via photo-offset of original printings in small Rashi script, hindering study. At the Rosh Chodesh Iyar 5749 farbrengen the Rebbe instructed that these works be reset in square letters. This launched the project to prepare a new edition of the entire Tzemach Tzedek series, integrating all the supplements, omissions, and milu'im accumulated over the previous century.","publication, rebbe","rebbe, rosh chodesh iyar, chabad seforim, square script",,Chabad Library/תולדות_חב״ד_ברוסיה
1989,,,Rebbe orders expansion of central Chabad Library building,In 5749 the Rebbe directed the renovation and expansion of the library building physically connected to 770.,"Following the consolidation of the library after the 1987 verdict, the Rebbe in 5749 (1989) instructed that work begin on enlarging and renovating the building that housed the library and connected it to 770 Eastern Parkway. The work was intended to make the unified collection accessible to scholars and researchers.",organization,"library, 770, expansion, construction",,Chabad Library/מבית_הגנזים
1989,,,Sefer HaTmimim first edition published,"The first edition of Sefer HaTmimim, listing alumni of Tomchei Tmimim, was published at the beginning of 5750.","At the beginning of 5750 (late 1989), the first edition of Sefer HaTmimim was published, recording students of the Lubavitch yeshiva Tomchei Tmimim. Shortly afterward additional names were uncovered from a 5670 Vaad Agudas HaTmimim membership roster, leading to a second expanded edition published in 5751 that included the previously missing names.","publication, education","sefer hatmimim, kehot, tomchei tmimim, alumni",,Chabad Library/מבית_הגנזים
1989,6,28,Soviet committee clears name of Rabbi Levi Yitzchak Schneerson,A special Soviet commission reviewed the 1939 arrest file of Rabbi Levi Yitzchak Schneerson and formally exonerated him of the charges.,"Rabbi Levi Yitzchak Schneerson, father of the Lubavitcher Rebbe, had been arrested in 1939 by Soviet authorities in Yekaterinoslav (Dnepropetrovsk). Fifty years later, on June 28, 1989, a special commission reviewed the more than one thousand documents in his case file and cleared his name. The exoneration opened the legal path for the archive to be transferred to the family of the accused.","rebbe, general","soviet union, levi yitzchak schneerson, rehabilitation, kgb archive, dnepropetrovsk, yekaterinoslav",,Chabad Library/יומן_השליחות_המיוחדת
1989,9,,Reprint of Kitzurim v'Hearos al Tanya for Tzemach Tzedek bicentennial,"In late Elul 5749 (September 1989), Kitzurim v'Hearos al Tanya was reissued in an enlarged edition to mark 200 years since the birth of the Tzemach Tzedek.","For the bicentennial of the Tzemach Tzedek's birth, the work was reprinted in an enlarged edition, though without the 'Gertz Press' attribution of the original. When the memoirist passed by during the Rebbe's distribution of the volume, he told the Rebbe that this was the first book he had ever printed, and the Rebbe responded with a smiling face.",publication,"tanya, tzemach tzedek, bicentennial, elul",,Chabad Library/למען_ידעו_בנים
1989,11,29,Aguda Tmimim membership flyer arrives at the Library,A 5670 flyer listing the members of Vaad Aguda Tmimim was acquired by the Lubavitch Library on Rosh Chodesh Kislev 5750.,"On Rosh Chodesh Kislev 5750, a flyer was brought to the Lubavitch Library showing that already in 5670 a printed list of Tmimim had been prepared. The list contained only members of the Vaad Aguda Tmimim — alumni of Tomchei Tmimim from 5657 to 5670 who had married before 14 Teves 5670 — and notably included the Rebbe's father Rabbi Levi Yitzchak Schneerson and his two brothers, prompting the Rebbe's later acknowledgment 'I have seen and thank you.'","publication, organization","aguda tmimim, tomchei tmimim, library, alumni, mundshein",,Chabad Library/מבית_הגנזים
1989,12,4,Wedding of Sterna Sarah Nemenov and Yosef Yitzchak Paltiel,"On 6 Kislev 5750, Sterna Sarah Nemenov married Yosef Yitzchak Paltiel, who serves as a ram at Tomchei Temimim in Brooklyn.","Sterna Sarah, daughter of Miriam Reizel and Moshe Nemenov, married Yosef Yitzchak Paltiel on 6 Kislev 5750. Yosef Yitzchak Paltiel serves as a ram in the Tomchei Temimim yeshiva in Brooklyn.","general, education","wedding, nemenov family, paltiel family, brooklyn, tomchei temimim",,Chabad Library/למען_ידעו_בנים
1990,,,Chabad Russian-translation Haggadah by Dovber Chatzkelevich,"Dovber Chatzkelevich translated a Chabad Haggadah into Russian, published in New York.","In 5750 (1990), an 80-page octavo Haggadah with Russian translation by Dovber Chatzkelevich was published in New York. It served the rapidly expanding Russian-speaking Jewish community as the Iron Curtain began to fall. It joined the Chabad effort to provide Jewish liturgical texts in Russian for newly accessible Soviet Jews.","publication, education","chabad, russian, new york, soviet jewry, chatzkelevich",,Chabad Library/תערוכות_הספריה
1990,,,Collapse of the Soviet Union,The Soviet Union disintegrated after 70 years of Communist rule.,"Its eventual collapse fulfilled the Rashab's 1920 prediction to the Rayatz that 'a country that persecutes Judaism will eventually fall.' This may have inspired the Rayatz to confront the Communists knowing their regime would end and Jewish life would be restored. Following the fall, Chabad returned to Rostov and reclaimed the building owned by the Rashab.",general,"soviet union, russia, collapse",,Undaunted
1990,,,Facsimile of the Kaufmann Haggadah published in Budapest,"A facsimile of the 14th-century Kaufmann Haggadah, held by the Hungarian Academy of Sciences, was published in Budapest.","Around 5750 (1990), the Hungarian Academy of Sciences Library's Oriental Collection sponsored the publication of a facsimile of the 14th-century illuminated 'Kaufmann Haggadah' in Budapest. Limited to 1,000 copies, the 60-page facsimile was accompanied by a separate English introductory booklet by Gabriel Sed-Rajna. The featured copy was number 21 of the print run.",publication,"haggadah, facsimile, budapest, hungary, kaufmann, 14th century",,Chabad Library/תערוכות_הספריה
1990,,,First public menorah lighting in Moscow's Red Square,Chabad held the first public menorah lighting in Moscow's Red Square as the underground network emerged into the open.,"With the Soviet system collapsing, the seventh Rebbe in New York began dispatching young rabbis and rebbetzins to rekindle Jewish life in Russia. They linked up with the clandestine activists who had operated for decades. Chabad rabbis went on to reclaim historic synagogues, open schools, and rebuild Jewish life across the former Soviet Union.","calendar, general","moscow, red square, menorah, chanukah, soviet union",,Undaunted; Undaunted; Undaunted
1990,,,Haggadah 'Kedushat Levi' compilation from the Berditchever's works issued in Bnei Brak,Machon Nachalat Tzvi issued a Haggadah 'Kedushat Levi' compiled from the writings of Rabbi Levi Yitzchak of Berditchev and his disciples in Bnei Brak.,"In 5750 (1990), Machon Nachalat Tzvi, edited by Shimon Hirshler, published in Bnei Brak the Haggadah 'Kedushat Levi', an anthology of Pardes-style commentaries on the Haggadah, Shir HaShirim, and the holiday, drawn from the writings of Rabbi Levi Yitzchak of Berditchev and his disciples and sons. The 252-page octavo edition also incorporated material from Yesod V'Shoresh HaAvodah. It made the Berditchever's teachings on Passover available in consolidated form.",publication,"haggadah, chassidic, berditchev, levi yitzchak, bnei brak, machon nachalat tzvi",,Chabad Library/תערוכות_הספריה
1990,,,Multi-party elections return to Latvia after 56-year hiatus,Latvia holds its first multi-party elections since the 1934 Ulmanis coup.,"After more than five decades without competitive elections, the move marked the beginning of political pluralism's return and preceded Latvia's full independence in 1991.",general,"latvia, elections, politics",,Undaunted
1990,,,Seventh Rebbe dispatches shluchim to rebuild Jewish life in Russia,"From New York, the seventh Lubavitcher Rebbe began sending young rabbis and rebbetzins to reestablish Chabad institutions in the former Soviet Union.","The new shluchim joined with veterans of the clandestine network who had operated under the Soviets. Together they opened schools, restored historic synagogues, and established cultural and social-service centers. Today Chabad is the premier force in Jewish life in the former Soviet Union.","rebbe, organization, education","shluchim, russia, soviet union, schools",,Undaunted; Undaunted
1990,1,31,Polyakov-Schneersohn collection survey at Moscow Lenin Library,The Chabad delegation cross-referenced 87 cards in the Polyakov collection against the Lubavitch library list at the Lenin Library in Moscow.,"On Sunday, 5 Shevat 5750 (January 31, 1990), Rabbi Shlomo Cunin and his colleagues spent two and a half hours in the rare books reading room of the Moscow library identifying books from the Polyakov collection that matched the Lubavitch inventory. The Polyakov collection contained over 8,000 books numbered up to 8,577, while the Lubavitch list compiled around 1906 recorded 5,642 books. The discrepancy reflected both multi-volume works counted separately and post-1906 acquisitions never catalogued in the original Lubavitch list.","publication, general","russia, moscow, library, schneerson library, soviet union, manuscripts",,Chabad Library/יומן_השליחות_המיוחדת
1990,2,2,Official meeting with Lenin Library archivists on Schneerson manuscripts,"The delegation met Medvedev and archive directors at the Lenin Library, clarifying that the manuscript holdings included roughly 30 volumes of Chabad Chassidus.","On Tuesday, 7 Shevat 5750 (February 2, 1990), Rabbi Nissan Mindel, Rabbi Shlomo Cunin and Rabbi Berel Levine met with Medvedev, department head Dyragin and his deputy Midovich at the Lenin Library. Through pointed questioning they established that only part of the manuscript holdings came from the Ginzburg collection and that some 30 volumes of Chabad Chassidus were among the manuscripts. The meeting marked progress after a frustrating day of bureaucratic obstacles in arranging onward travel to Ukraine.","organization, publication","russia, moscow, library, schneerson library, manuscripts, ginzburg collection, soviet union",,Chabad Library/יומן_השליחות_המיוחדת
1990,2,4,Delegation flies from Moscow to Kiev to search for the lost library,"Accompanied by Soviet escort Andrei Kasianenko, the Chabad delegation flew from Moscow to Kiev to begin searching Ukrainian libraries for the lost Yiddish Cultural Institute collection.","On Thursday, 9 Shevat 5750 (February 4, 1990), the eve of the Frierdiker Rebbe's yahrzeit, Rabbi Shlomo Cunin and Rabbi Berel Levine flew from Moscow to Kiev together with their assigned Soviet librarian-escort Andrei Kasianenko. Their visas, hotel bookings and tickets had been obtained only after days of bureaucratic struggle, including a night spent crowded into Rabbi Mindel's single hotel room. They arrived in Kiev around 12:40 PM and immediately began arranging meetings with library officials to locate the confiscated Yiddish Cultural Institute library.","organization, location","russia, ukraine, kiev, moscow, soviet union, library, travel",,Chabad Library/יומן_השליחות_המיוחדת
1990,2,4,Meeting with Ukrainian Academy of Sciences library in Kiev,The delegation met Kiev Academy of Sciences scholarly secretary Ivanchenko Vasilyevna and located two Hebrew incunabula traced to the lost Yiddish Cultural Institute library.,"On 9 Shevat 5750 (February 4, 1990), Rabbi Berel Levine and Rabbi Shlomo Cunin met with the scholarly secretary of the Kiev Academy of Sciences library. Levine explained how the books of the Institute for Jewish Culture had been seized by the Yevsektsiya from synagogues, confiscated by the Soviet government in 1949, and stored in two cellars. They located two Hebrew incunabula (Abudraham, Lisbon 1491, and a Shorashim from Naples 1491) bearing the stamp of the Institute, suggesting that the rest of the lost collection might also have ended up at the Academy.","organization, publication","ukraine, kiev, library, yiddish cultural institute, incunabula, yevsektsiya, manuscripts",,Chabad Library/יומן_השליחות_המיוחדת
1990,2,5,Pechersk Lavra library search reveals 1960 manuscript fire,Inquiries at Kiev's Pechersk Lavra revealed that confiscated Hebrew books had been stored in the bell tower until a 1960 fire at the Vodavitsky monastery destroyed part of the collection.,"On Friday, 10 Shevat 5750 (February 5, 1990), the yahrzeit of the Frierdiker Rebbe, Rabbi Berel Levine's delegation visited three libraries at Kiev's Pechersk Lavra complex. A veteran librarian named Tsedenko revealed by telephone that book treasures had been stored in the Lavra's bell tower since 1951, transferred to the Vodavitsky monastery building around 1960, and that a fire that same year had destroyed part of the collection. Surviving books had reportedly been returned to the Academy of Sciences library, suggesting the lost Institute collection might still lie in unsorted storage there.","location, general","ukraine, kiev, pechersk lavra, library, fire, yiddish cultural institute, soviet union",,Chabad Library/יומן_השליחות_המיוחדת
1990,2,10,Night train from Kiev to Dnepropetrovsk to continue library search,"After Shabbos, the Chabad delegation took an overnight train from Kiev to Dnepropetrovsk to continue searching for the lost Schneerson and Jewish library holdings.","On Motzaei Shabbos Beshalach, 11 Shevat 5750 (February 10, 1990), having exhausted leads in Kiev, Rabbi Shlomo Cunin's delegation boarded an overnight sleeper train to Dnepropetrovsk. Their Soviet escort Kasianenko had secured the tickets after multiple ticket offices initially refused. They arrived the next morning at 9:45 AM and immediately surveyed three Dnepropetrovsk libraries — the university library, the public library, and the historical museum — though most were closed for the day.","location, general","ukraine, kiev, dnepropetrovsk, travel, library, soviet union",,Chabad Library/יומן_השליחות_המיוחדת
1990,7,2,Fiftieth wedding anniversary celebration,On 9 Tammuz 5750 the author marked fifty years since his marriage in Moscow with an intimate family gathering hosted by his daughter Leah.,"On 9 Tammuz 5750 (July 2, 1990) the family marked fifty years since the author's 5700 wedding in Moscow with a small jubilee gathering at his daughter Leah's home. The author repeated themes from the maamar 'Kol Hamaarich Be'echad' that the Frierdiker Rebbe had said on 12 Tammuz 5700 in New York during the week of his sheva berachos, and made a siyum on Maseches Nedarim.",general,"anniversary, moscow, frierdiker rebbe, maamar, siyum nedarim",,Chabad Library/למען_ידעו_בנים
1990,8,29,Wedding of Esther Klein and Pinchas Tziment,"On 8 Elul 5750, Esther Klein married Pinchas Tziment, future director of the Chabad House in Little Rock, Arkansas.","Esther, daughter of Leah and Yerachmiel Binyamin HaLevi Klein, married Pinchas Tziment on 8 Elul 5750. Pinchas Tziment serves as director of the Chabad House in Little Rock, Arkansas.",general,"wedding, klein family, tziment family, little rock, arkansas, chabad house",,Chabad Library/למען_ידעו_בנים
1990,12,,Chabad delegation buys Moscow office near Kremlin,The Chabad delegation paid a $300 deposit on a small room in a historic building near Gorky Street and the Kremlin to serve as Agudas Chassidei Chabad's Moscow office.,"During the special mission to Moscow the delegation acquired a 15-by-15-foot room in a historic building near Gorky Street and the Kremlin, paying a $300 down payment. They placed a set of Rambam in the office and started a library with the three volumes of Toldos Chabad, holding a siyum and hatchalah on the Rambam study. The Rebbe approved hanging a Beis Agudas Chassidei Chabad sign in Hebrew and Russian on the door and affixing a mezuzah.","organization, location","russia, moscow, agudas chassidei chabad, didan notzach, gorky street",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,,James Baker asks Shevardnadze to return Chabad library,U.S. Secretary of State James Baker formally requested that Soviet Foreign Minister Shevardnadze approve the return of the Schneersohn library to Chabad.,"During Chanukah 5751, through Baruch Hecht and producer Jerry Weintraub, U.S. Secretary of State James Baker submitted a request to Soviet Foreign Minister Eduard Shevardnadze that Chabad's request for the rebbes' library be granted. The intervention was part of broader pressure from American officials, senators, and press as the delegation pushed through the Soviet Foreign and Culture ministries.","conflict, publication","united states, russia, james baker, shevardnadze, jerry weintraub, schneersohn library, didan notzach",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,,Large public Chanukah menorah lighting in central Moscow,"Chabad in Moscow organized its first major public Chanukah menorah lighting near the Hammer Center, with extensive Soviet TV coverage.","During Chanukah 5751 Rabbi Moshe Chaim Levin and Veronika arranged a large public menorah on a Moscow square. After protests over a Manezh Square site near monasteries, the menorah was relocated near the Hammer Center on the riverfront. Busloads of children from the Chabad school, the Chernobyl children's camp, and the Sunday school attended with dancing, a play, and the twelve pesukim, and Soviet television gave the event wide coverage.","calendar, education","russia, moscow, chanukah, hammer center, marina roshcha, chernobyl children, sunday school",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,1,Rebbe announces Soviet recognition of Agudas Chassidei Chabad,At a Shabbat Vayishlach farbrengen the Rebbe announced that the Soviet authorities had recognized Agudas Chassidei Chabad and agreed to return the rebbes' library.,"On Shabbat Vayishlach 5751 the Lubavitcher Rebbe declared at a farbrengen that the Soviet government had officially recognized Agudas Chassidei Chabad as a separate entity, provided it with a building, and committed to return the seforim, manuscripts, and correspondence of the Chabad rebbes. He compared the return to retrieving a pledge and urged that pikuach nefesh of pidyon shvuyim justified non-Jewish officials working on the matter even on Shabbat. The announcement framed the Moscow mission's pursuit of the Schneersohn collection.","rebbe, organization, publication","russia, soviet union, schneersohn library, agudas chassidei chabad, didan notzach, moscow",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,3,Culture Minister Gubenko refuses to sign book-return order,"Soviet Culture Minister Gubenko refused to sign the document returning the Schneersohn library to Chabad, deferring it to the Supreme Soviet.","On 16 Kislev 5751 the Chabad delegation, with Veronika as their advocate, brought a prepared memo to Culture Minister Nikolai Gubenko for signature. Gubenko refused to sign, claiming the matter required the Supreme Soviet, and at first refused even to meet them. After pressure he met the delegation with deputies Zolotov and Babushkin and ultimately agreed to instruct the Lenin Library director to draft a fresh memo distinguishing duplicates so a final approval could be issued.","conflict, publication","russia, soviet union, moscow, schneersohn library, didan notzach, gubenko, ministry of culture",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,4,Veronika summoned by KGB at Gorbachev's office,"Veronika, the delegation's advocate, was summoned by the KGB office of Gorbachev's staff and questioned about the Chabad delegation's activities.","On 17 Kislev 5751 Veronika was called in by the KGB section attached to Gorbachev's office and questioned about the Chabad mission and its members. She left the encounter satisfied and rejoined the delegation at the Lenin Library, where they were meeting with director Grigorov and manuscripts librarian Medvedev about the Schneersohn collection.","conflict, organization","russia, soviet union, kgb, gorbachev, schneersohn library, didan notzach, moscow",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,5,Yeltsin signs order to return Schneersohn collection,Russian Federation President Boris Yeltsin signed a directive to transfer the Schneersohn collection to Chabad.,"On 18 Kislev 5751 the Chabad delegation worked with Yeltsin's staff on memos and received an initial promise, then word, that the Russian Federation president had signed an order to give them the Schneersohn library. Yeltsin's office asked Chabad to organize broad press coverage and senatorial thank-you letters for a ceremonial transfer the next day on Yud-Tes Kislev.","publication, organization","russia, yeltsin, russian federation, schneersohn library, didan notzach, moscow",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,6,Foreign Ministry meeting with Deputy Minister Petrovsky,"Chabad met for hours with Soviet Deputy Foreign Minister Vladimir Petrovsky, who promised to escalate the book issue to Foreign Minister Shevardnadze.","On 19 Kislev 5751 at 4:30 PM the delegation met with Deputy Foreign Minister Petrovsky and three aides. Petrovsky promised to speak with Gubenko and to seek 'other means' if no positive decision came. By night the case was being routed via Foreign Minister Shevardnadze, who was asked to deliver a Chabad file to Gorbachev.","conflict, organization","russia, soviet union, foreign ministry, petrovsky, shevardnadze, schneersohn library, didan notzach",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,6,"Yeltsin reneges, defers Schneersohn books to Gorbachev",On Yud-Tes Kislev Yeltsin canceled the planned ceremonial book transfer and told Chabad the matter depended only on Gorbachev.,"On 19 Kislev 5751, after Chabad arrived for the promised ceremonial handover, Yeltsin had press coverage canceled and told the delegation that returning the books was up to Gorbachev, not him. The reversal coincided with a long Yeltsin-Gorbachev meeting that day in which Deputy Prime Minister Ryzhkov was sidelined and Yeltsin and Gorbachev publicly closed ranks. Veronika assessed that Yeltsin had originally planned a publicity move against Gorbachev but switched to a unity stance once the leaders aligned.","conflict, publication","russia, yeltsin, gorbachev, ryzhkov, schneersohn library, didan notzach, moscow, yud-tes kislev",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,7,Russian Federation approves Poliakov Synagogue for Chabad,The Russian Federation Council of Ministers approved transferring the historic two-story Poliakov Synagogue in central Moscow to Chabad.,"On 20 Kislev 5751 the Council of Ministers of the Russian Federation approved giving Chabad the Poliakov Synagogue, a handsome two-story building in central Moscow. The delegation toured the building and was deeply impressed, although it remained temporarily occupied by another office. Local leaders planned to relocate the yeshiva and Tzeirei Agudas Chabad activities there from the Marina Roshcha synagogue.","organization, location","russia, moscow, poliakov synagogue, russian federation, agudas chassidei chabad",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,9,Chabad delegation visits Lubavitch town graves,The Moscow delegation drove overnight to the town of Lubavitch to pray at the graves of the Chabad rebbes and visit the original courtyard site.,"Late on 21 Kislev 5751 the delegation left Moscow by car with Veronika's driver, arriving in Lubavitch at 8 AM on 22 Kislev. They prayed at the ohel for the success of their mission, visited the Chabad house and the site of the courtyard, and observed that only a well — and perhaps the surrounding trees — remained as physical markers of the rebbes' era. They departed at 10 AM and returned to Moscow that night.","location, rebbe","russia, lubavitch, smolensk, ohel, didan notzach",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,10,Gubenko letter formally refuses Schneersohn library return,"Soviet Culture Minister Gubenko's office sent a formal letter to Dr. Armand Hammer refusing to return the Schneersohn collection, citing its 1921 nationalization.","On 23 Kislev 5751 a reply from Culture Minister Gubenko to Dr. Armand Hammer's appeal arrived at Hammer's office, announcing the decision not to return the Schneersohn-Agudas Chassidei Chabad collection because it had been nationalized in 1921. Veronika dismissed it as a personal opinion lacking response to Hammer's letter to Gorbachev and continued working through the Foreign Ministry. Copies of the letter were taken in Russian and English and delivered to the Foreign Ministry the same afternoon.","conflict, publication","russia, soviet union, armand hammer, gubenko, schneersohn library, didan notzach",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,12,Gorbachev declines to meet Chabad delegation,"After Gubenko warned Gorbachev against returning the books, the Soviet president's office informed Chabad that no meeting or decision was possible.",On the first day of Chanukah 5751 (25 Kislev) the delegation was told that Culture Minister Gubenko had personally warned Gorbachev against returning the Chabad library. Gorbachev's office informed Chabad that the inter-ministerial disagreement left him unable to decide and a planned meeting — at which Chabad had hoped to present a special menorah — would not take place. Veronika immediately began preparing a legal brief and worked through the night with a partner attorney to build a court-ready dossier.,"conflict, rebbe","russia, soviet union, gorbachev, gubenko, chanukah menorah, schneersohn library, didan notzach",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,15,Russian White House backs Chabad property requests,"Yeltsin's office at the Russian White House issued letters supporting Chabad's plans in Lubavitch, the Poliakov Synagogue, and a Maimoni center in Moscow.","On Shabbat Miketz 5751 (4th Chanukah) the delegation met with four of Yeltsin's officials at the Russian government's White House. The officials agreed to write supportive letters on three Chabad initiatives — construction in Lubavitch town, the Poliakov Synagogue, and a Maimoni Center — addressed to the Smolensk city council and the Moscow city council under Deputy Mayor Muzykantsky. Copies were dispatched to each jurisdiction and to the delegation as confirmation.","organization, location","russia, yeltsin, moscow, lubavitch, smolensk, poliakov synagogue, maimoni center, russian federation",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,19,Gubenko delivers formal rejection of Chabad library petition,"Soviet Culture Minister Nikolai Gubenko issued a written letter rejecting the Chabad delegation's petition, claiming the Schneersohn library was ownerless when nationalized and had become state property.","On Zos Chanukah (2 Tevet 5751) the Chabad delegation in Moscow received Gubenko's formal rejection of their request to repatriate the Lubavitcher Rebbes' library held by the Lenin Library. The letter argued the books had become national property when nationalized in 1918–1919 and offered at most to provide copies after further consultation with jurists and scholars. The delegation immediately escalated through American senators, an Inyurkollegia legal opinion contradicting Gubenko, and outreach to Russian Federation officials, while continuing their hunger strike.","conflict, publication","chabad library, moscow, soviet union, gubenko, ministry of culture, schneersohn collection, perestroika",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,20,Chabad delegation meets new Soviet Justice Minister Lushchenkov,"After the Soviet Justice Minister was replaced, the new minister Lushchenkov received Veronika and instructed his deputies to study the Chabad library case in depth.","On 3 Tevet 5751 Veronika met briefly with the newly appointed Soviet Justice Minister Lushchenkov, who directed her to brief his deputies in detail and scheduled a full delegation meeting before Shabbat. Lushchenkov later told the delegation that Gubenko's refusal did not accord with Soviet law and pledged to back their effort, though formal action would await the conclusion of the Congress of People's Deputies. The change of minister was viewed as providential after weeks of stalemate at the Ministry of Culture.","conflict, publication","chabad library, moscow, soviet union, lushchenkov, ministry of justice, schneersohn collection",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,21,"Chabad delegation expelled from Moscow hotel, shelters at Chernobyl camp","After OVIR attempted to invalidate the delegation's visas, the Chabad emissaries left their hotel and spent Shabbat Vayigash at a recuperation camp for Chernobyl children outside Moscow.","On Friday 4 Tevet 5751, hotel staff abruptly demanded the delegation's passports for visa stamping while OVIR moved to nullify their recently extended visas. A parallel five-week visa had been issued by the Russian Federation Foreign Ministry, sidestepping the central Soviet authorities. Veronika urged the group to leave the hotel for safety, and they spent Shabbat with roughly seventy children at a Chernobyl recovery camp, davening, learning, and discovering descendants of the chossid R. Shmuel Dobruskin among the staff.","conflict, education","chabad library, moscow, soviet union, chernobyl children, visa, ovir, kgb",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,23,Chabad delegation meets Soviet political adviser Yuli Gelman,"Returning from the Chernobyl camp, the Chabad delegation met with Soviet adviser Gelman, who urged them to focus their lobbying on cultural-collections expert Dmitry Likhachov.","On the evening of 6 Tevet 5751 the delegation moved into Hotel Ukraina and traveled to Yuli Gelman, who advised that the decisive figure was now Dmitry Likhachov, the Russian Federation's chief authority on rare collections. Gelman, then in Moscow for the Congress of People's Deputies, said Likhachov was open to meeting before returning to Leningrad. He also pledged to lobby Jewish deputies at the Congress and to seek a meeting with Gorbachev after the Congress closed.","conflict, publication","chabad library, moscow, soviet union, gelman, likhachov, schneersohn collection",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,23,Soviet police arrest R. Yitzchak Kogan en route to Chernobyl camp,Soviet police halted a car carrying R. Yitzchak Kogan five kilometers from the Chernobyl children's camp and detained him as collateral while ordering the rest of the group back to Moscow.,"In the early hours of Sunday 6 Tevet 5751 a car carrying R. Yitzchak Kogan, R. Yisroel Aronov, Kogan's eldest daughter, and Veronika's driver was stopped by Soviet police outside the children's camp. After a prolonged exchange the police held R. Kogan as a pledge and forced the others to return to the capital, ostensibly because the delegation's visas were restricted to Moscow. The incident was understood as retaliation by Gubenko's faction, and prompted Veronika to escalate the matter to the Russian Federation Foreign Ministry.",conflict,"chabad library, moscow, soviet union, yitzchak kogan, arrest, kgb, chernobyl children",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,24,OVIR apologizes to Chabad delegation for visa incident,"Soviet migration office OVIR apologized to the Chabad delegation, claiming it had been unaware of the mission's status, while the Mossoviet signaled it intended to return the Polyakov Synagogue.","On 7 Tevet 5751 Veronika met with OVIR officials who apologized for the Friday hotel incident, blaming their ignorance of the delegation's diplomatic status. The same day R. Kogan met with Mossoviet officials about the Polyakov Synagogue and Chabad's building needs, hearing that a positive decision was pending final approval. The delegation also began coordinating to send the rescued books out through the upcoming Chernobyl children's charter flight to Israel.",conflict,"chabad library, moscow, soviet union, ovir, visa, polyakov synagogue",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,25,Breakthrough meeting with Dmitry Likhachov on Schneersohn library,"The delegation persuaded Dmitry Likhachov, the Soviet government's chief expert on rare collections, that the Schneersohn library must be returned, and he committed to writing Gorbachev in support.","On 8 Tevet 5751 the delegation met Dmitry Likhachov, the renowned Leningrad scholar overseeing the Russian Federation's rare cultural collections. Initially favoring a general principle of state custodianship, Likhachov was won over by Rabbi Shlomo Cunin and R. Kogan's exposition of the library's history and meaning. He attempted to call Gubenko on the spot and then drafted letters to Gorbachev and Justice Minister Lushchenkov recommending the books be returned. The night before, the delegation had also consulted journalist Viktor Louis, who counseled sustained pressure backed by the threat of litigation.","conflict, publication","chabad library, moscow, soviet union, likhachov, schneersohn collection, viktor louis, leningrad",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,26,Likhachov dispatches letter to Gorbachev backing Schneersohn return,"Word reached the Chabad delegation that Likhachov had already forwarded his recommendation to Gorbachev and the Justice Minister, while a Moscow district leader offered land for a Chabad-affiliated Maimoni medical-educational center.","By 9 Tevet 5751 the delegation learned that Likhachov had sent his letter to Gorbachev and Lushchenkov backing the return of the Schneersohn library, with plans to follow up with Gubenko the next day. The same evening they met with the head of a Moscow suburban district who offered land for a Maimoni Center — a Veronika-led medical and educational complex including schools. Authorities had renewed their inquiries about the delegation's status, and two letters arrived from the Russian Federation government supporting their visas.","conflict, publication, organization","chabad library, moscow, soviet union, likhachov, gorbachev, lushchenkov, maimoni center",,Chabad Library/יומן_השליחות_המיוחדת
